academic_year,team_ncaa_id,team_name_canonical,n_name_variants
2023,547857,St. Thomas (MN),1
2023,547858,Tarleton St.,1
2023,547859,Utah Tech,1
2023,547860,Akron,1
2023,547861,Texas A&M,1
2023,547862,TCU,1
2023,547863,Texas Southern,1
2023,547864,Texas Tech,1
2023,547865,UT Arlington,1
2023,547866,Texas,1
2023,547867,UTSA,1
2023,547868,Toledo,1
2023,547869,Towson,1
2023,547872,Troy,1
2023,547879,Tulane,1
2023,547889,Air Force,1
2023,547902,Army West Point,1
2023,547916,Navy,1
2023,547934,Utah,1
2023,547947,Valparaiso,1
2023,547958,Vanderbilt,1
2023,547973,Villanova,1
2023,547984,VCU,1
2023,547996,VMI,1
2023,548006,Virginia Tech,1
2023,548019,Virginia,1
2023,548030,Wagner,1
2023,548035,Wake Forest,1
2023,548036,Washington St.,1
2023,548037,Washington,1
2023,548038,West Virginia,1
2023,548039,Western Caro.,1
2023,548040,Western Ill.,1
2023,548041,Western Ky.,1
2023,548042,Western Mich.,1
2023,548043,Wichita St.,1
2023,548044,William & Mary,1
2023,548045,Winthrop,1
2023,548046,Milwaukee,1
2023,548047,Wright St.,1
2023,548048,Xavier,1
2023,548049,Yale,1
2023,548050,Youngstown St.,1
2023,548051,Central Ark.,1
2023,548052,Merrimack,1
2023,548053,Col. of Charleston,1
2023,548054,DBU,1
2023,548055,Elon,1
2023,548056,Gardner-Webb,1
2023,548057,Grand Canyon,1
2023,548058,Kennesaw St.,1
2023,548059,Presbyterian,1
2023,548060,Seattle U,1
2023,548061,Ark.-Pine Bluff,1
2023,548062,North Florida,1
2023,548063,UIW,1
2023,548064,Wofford,1
2023,548065,USC Upstate,1
2023,548066,Belmont,1
2023,548067,High Point,1
2023,548068,A&M-Corpus Christi,1
2023,548069,Lipscomb,1
2023,548070,FGCU,1
2023,548071,Utah Valley,1
2023,548072,North Ala.,1
2023,548073,California Baptist,1
2023,548074,Abilene Christian,1
2023,548075,Alabama A&M,1
2023,548076,Alabama St.,1
2023,548077,Alabama,1
2023,548078,UAB,1
2023,548079,UAlbany,1
2023,548080,Alcorn,1
2023,548081,App State,1
2023,548082,Arizona St.,1
2023,548083,Arizona,1
2023,548084,Arkansas St.,1
2023,548085,Arkansas,1
2023,548086,Little Rock,1
2023,548087,Auburn,1
2023,548088,Austin Peay,1
2023,548089,Ball St.,1
2023,548090,Charleston So.,1
2023,548091,Baylor,1
2023,548092,Bethune-Cookman,1
2023,548093,Binghamton,1
2023,548094,Boston College,1
2023,548095,Bowling Green,1
2023,548096,Bradley,1
2023,548097,BYU,1
2023,548098,Brown,1
2023,548099,Bryant,1
2023,548100,Bucknell,1
2023,548101,Butler,1
2023,548102,Cal Poly,1
2023,548103,CSU Bakersfield,1
2023,548104,Fresno St.,1
2023,548105,Cal St. Fullerton,1
2023,548106,Long Beach St.,1
2023,548107,CSUN,1
2023,548108,Sacramento St.,1
2023,548109,UC Santa Barbara,1
2023,548110,California,1
2023,548111,UC Davis,1
2023,548112,UC Irvine,1
2023,548113,UCLA,1
2023,548114,UC Riverside,1
2023,548115,Campbell,1
2023,548116,Canisius,1
2023,548117,Central Conn. St.,1
2023,548118,UCF,1
2023,548119,Central Mich.,1
2023,548120,Cincinnati,1
2023,548121,The Citadel,1
2023,548122,Clemson,1
2023,548123,Coastal Carolina,1
2023,548124,Columbia,1
2023,548125,UConn,1
2023,548126,Coppin St.,1
2023,548127,Cornell,1
2023,548128,Creighton,1
2023,548129,Dartmouth,1
2023,548130,Davidson,1
2023,548131,Dayton,1
2023,548132,Delaware St.,1
2023,548133,Delaware,1
2023,548134,Duke,1
2023,548135,East Carolina,1
2023,548136,ETSU,1
2023,548137,Eastern Ill.,1
2023,548138,Eastern Ky.,1
2023,548139,Eastern Mich.,1
2023,548140,Evansville,1
2023,548141,Fairfield,1
2023,548142,FDU,1
2023,548143,Florida A&M,1
2023,548144,Fla. Atlantic,1
2023,548145,FIU,1
2023,548146,Florida St.,1
2023,548147,Florida,1
2023,548148,Fordham,1
2023,548149,George Mason,1
2023,548150,George Washington,1
2023,548151,Georgetown,1
2023,548152,Ga. Southern,1
2023,548153,Georgia St.,1
2023,548154,Georgia Tech,1
2023,548155,Georgia,1
2023,548156,Gonzaga,1
2023,548157,Grambling,1
2023,548158,Hartford,1
2023,548159,Harvard,1
2023,548160,Hawaii,1
2023,548161,Hofstra,1
2023,548162,Holy Cross,1
2023,548163,Houston Christian,1
2023,548164,Houston,1
2023,548165,Illinois St.,1
2023,548166,Illinois,1
2023,548167,UIC,1
2023,548168,Indiana St.,1
2023,548169,Indiana,1
2023,548170,Purdue Fort Wayne,1
2023,548171,Iona,1
2023,548172,Iowa,1
2023,548173,Jackson St.,1
2023,548174,Jacksonville St.,1
2023,548175,Jacksonville,1
2023,548176,James Madison,1
2023,548177,Kansas St.,1
2023,548178,Kansas,1
2023,548179,Kent St.,1
2023,548180,Kentucky,1
2023,548181,Lafayette,1
2023,548182,Lamar University,1
2023,548183,Lehigh,1
2023,548184,Liberty,1
2023,548185,LIU,1
2023,548186,Longwood,1
2023,548187,LSU,1
2023,548188,Louisiana Tech,1
2023,548189,Louisville,1
2023,548190,UMass Lowell,1
2023,548191,LMU (CA),1
2023,548192,Maine,1
2023,548193,Manhattan,1
2023,548194,Marist,1
2023,548195,Marshall,1
2023,548196,UMBC,1
2023,548197,Maryland,1
2023,548198,UMES,1
2023,548199,Massachusetts,1
2023,548200,McNeese,1
2023,548201,Memphis,1
2023,548202,Mercer,1
2023,548203,Miami (OH),1
2023,548204,Miami (FL),1
2023,548205,Michigan St.,1
2023,548206,Michigan,1
2023,548207,Middle Tenn.,1
2023,548208,Minnesota,1
2023,548209,Mississippi St.,1
2023,548210,Mississippi Val.,1
2023,548211,Ole Miss,1
2023,548212,Missouri,1
2023,548213,Monmouth,1
2023,548214,Morehead St.,1
2023,548215,Mount St. Mary's,1
2023,548216,Murray St.,1
2023,548217,UNC Asheville,1
2023,548218,North Carolina,1
2023,548219,Charlotte,1
2023,548220,UNC Greensboro,1
2023,548221,UNCW,1
2023,548222,Nebraska,1
2023,548223,Omaha,1
2023,548224,UNLV,1
2023,548225,Nevada,1
2023,548226,NJIT,1
2023,548227,New Mexico St.,1
2023,548228,New Mexico,1
2023,548229,New Orleans,1
2023,548230,Niagara,1
2023,548231,Nicholls,1
2023,548232,Norfolk St.,1
2023,548233,N.C. A&T,1
2023,548234,NC State,1
2023,548235,North Dakota St.,1
2023,548236,ULM,1
2023,548237,Northeastern,1
2023,548238,Northern Colo.,1
2023,548239,NIU,1
2023,548240,Northern Ky.,1
2023,548241,Northwestern St.,1
2023,548242,Northwestern,1
2023,548243,Notre Dame,1
2023,548244,Oakland,1
2023,548245,Ohio St.,1
2023,548246,Ohio,1
2023,548247,Oklahoma St.,1
2023,548248,Oklahoma,1
2023,548249,Old Dominion,1
2023,548250,Oral Roberts,1
2023,548251,Oregon St.,1
2023,548252,Oregon,1
2023,548253,Pacific,1
2023,548254,UTRGV,1
2023,548255,Penn St.,1
2023,548256,Penn,1
2023,548257,Pepperdine,1
2023,548258,Pittsburgh,1
2023,548259,Portland,1
2023,548260,Prairie View,1
