academic_year,team_ncaa_id,team_name_canonical,n_name_variants
2025,596702,Army West Point,1
2025,596703,DBU,1
2025,596704,Wofford,1
2025,596705,High Point,1
2025,596706,Arizona,1
2025,596707,Fresno St.,1
2025,596708,Duke,1
2025,596709,Evansville,1
2025,596710,Grambling,1
2025,596711,LIU,1
2025,596712,Nebraska,1
2025,596713,Nicholls,1
2025,596714,Oklahoma St.,1
2025,596715,Oral Roberts,1
2025,596716,Penn,1
2025,596717,St. John's (NY),1
2025,596718,Southeast Mo. St.,1
2025,596719,Southern Miss.,1
2025,596720,Stetson,1
2025,596721,Tennessee,1
2025,596725,Findlay,1
2025,596745,Rockhurst,1
2025,596747,Saint Martin's,1
2025,596753,Tiffin,1
2025,596757,Western Ore.,1
2025,596761,Hawaii Pacific,1
2025,596762,Hawaii Hilo,1
2025,596770,Southwest Minn. St.,1
2025,596799,Trevecca Nazarene,1
2025,596805,Newman,1
2025,596817,Cedarville,1
2025,596829,Union (TN),1
2025,596843,Davenport,1
2025,596893,Kentucky St.,1
2025,596896,Lane,1
2025,596899,Lincoln (PA),1
2025,596906,Mercyhurst,1
2025,596908,Miles,1
2025,596913,Mo.-St. Louis,1
2025,596917,New Haven,1
2025,596924,Pitt.-Johnstown,1
2025,596941,Tuskegee,1
2025,596947,West Ga.,1
2025,596976,Chaminade,1
2025,596988,North Park,1
2025,597060,Wash. & Jeff.,1
2025,597115,Husson,1
2025,597128,Pacific Lutheran,1
2025,597150,LeTourneau,1
2025,597167,MSOE,1
2025,597211,Albright,1
2025,597218,Augustana (IL),1
2025,597219,Aurora,1
2025,597222,Baldwin Wallace,1
2025,597243,CWRU,1
2025,597246,Centenary (LA),1
2025,597301,Ill. Wesleyan,1
2025,597318,Loras,1
2025,597322,Me.-Farmington,1
2025,601221,UW-River Falls,1
