academic_year,team_ncaa_id,team_name_canonical,n_name_variants
2026,614796,Towson,1
2026,614797,Troy,1
2026,614798,Air Force,1
2026,614799,Navy,1
2026,614800,Utah,1
2026,614801,Valparaiso,1
2026,614802,Vanderbilt,1
2026,614803,Villanova,1
2026,614804,VCU,1
2026,614805,VMI,1
2026,614806,Virginia Tech,1
2026,614807,Virginia,1
2026,614808,Wagner,1
2026,614809,Wake Forest,1
2026,614810,Washington St.,1
2026,614811,Washington,1
2026,614812,West Virginia,1
2026,614813,Western Caro.,1
2026,614814,Western Ill.,1
2026,614815,Western Ky.,1
2026,614816,Western Mich.,1
2026,614817,Wichita St.,1
2026,614818,William & Mary,1
2026,614819,Winthrop,1
2026,614820,Milwaukee,1
2026,614821,Wright St.,1
2026,614822,Xavier,1
2026,614824,Youngstown St.,1
2026,614825,Central Ark.,1
2026,614827,Col. of Charleston,1
2026,614828,Elon,1
2026,614829,Gardner-Webb,1
2026,614830,Grand Canyon,1
2026,614831,Kennesaw St.,1
2026,614833,Seattle U,1
2026,614834,Ark.-Pine Bluff,1
2026,614835,North Florida,1
2026,614836,UIW,1
2026,614837,USC Upstate,1
2026,614838,Belmont,1
2026,614839,A&M-Corpus Christi,1
2026,614840,Lipscomb,1
2026,614841,FGCU,1
2026,614842,Utah Valley,1
2026,614843,North Ala.,1
2026,614844,California Baptist,1
2026,614845,Abilene Christian,1
2026,614846,Alabama A&M,1
2026,614847,Alabama St.,1
2026,614848,Alabama,1
2026,614849,UAB,1
2026,614851,Alcorn,1
2026,614852,App State,1
2026,614853,Arizona St.,1
2026,614854,Arkansas St.,1
2026,614855,Arkansas,1
2026,614856,Little Rock,1
2026,614857,Auburn,1
2026,614858,Austin Peay,1
2026,614859,Ball St.,1
2026,614860,Charleston So.,1
2026,614861,Baylor,1
2026,614863,Binghamton,1
2026,614864,Boston College,1
2026,614865,Bowling Green,1
2026,614867,BYU,1
2026,614869,Bryant,1
2026,621265,La Salle,1
