player_name,canonical_id,pitcher_idx,espn_id,throws,bats,position,source
Tyler Mudd,BSB_BOSTON_COLLEGE,3615,,L,,RP,pitcher_table
Thomas Wrehe,NCAA_614609,3614,95563,,,SP,pitcher_table
Jordan Giacomini,NCAA_614681,3613,95139,R,,SP,pitcher_table
Logan Moller,NCAA_614752,3612,91408,,,SP,pitcher_table
R. Ohm,BSB_ILLINOIS,3611,,,,SP,pitcher_table
R Ohm,BSB_ILLINOIS,3611,,,,RP,pitcher_table
Speights,NCAA_614573,3610,,R,,RP,pitcher_table
Logan Pikur,NCAA_614662,3609,79754,,,SP,pitcher_table
Sam Beck,NCAA_614679,3608,,,,SP,pitcher_table
Lucas Stone,NCAA_614693,3607,,,,SP,pitcher_table
GARRETT SHEARER,BSB_NORTHWESTERN,3606,,R,,SP,pitcher_table
Ryan HUGHES,NCAA_614795,3605,,,,SP,pitcher_table
Sam Novotny,NCAA_614739,3604,,,,SP,pitcher_table
R. Halamicek,NCAA_614743,3603,,,,SP,pitcher_table
Skermont,NCAA_614760,3602,,L,,RP,pitcher_table
Jared Lessman,NCAA_614625,3601,,,,RP,pitcher_table
Noah Durham,NCAA_614759,3600,,,,SP,pitcher_table
Logan Darnell,NCAA_614667,3599,,,,SP,pitcher_table
A. Mateo,NCAA_614846,3598,,R,,SP,pitcher_table
D. Stewart,NCAA_614709,3597,,R,,SP,pitcher_table
Valdez,NCAA_614681,3596,,R,,RP,pitcher_table
Brandon Hsu,NCAA_614609,3595,,,,RP,pitcher_table
Zaborowski,NCAA_614842,3594,,R,,SP,pitcher_table
O. Pudvar,NCAA_614587,3593,,L,,SP,pitcher_table
C. Davis,NCAA_614631,3592,,,,SP,pitcher_table
Sage Stout,NCAA_614758,3591,,,,RP,pitcher_table
PATRICK FERNANDEZ,NCAA_614825,3589,,R,,SP,pitcher_table
A. Bowker,NCAA_614755,3588,,,,SP,pitcher_table
Connor Wylde,NCAA_614683,3587,,,,RP,pitcher_table
H. Clausell,NCAA_614655,3586,,,,SP,pitcher_table
Warren Bowe,NCAA_614785,3585,,,,RP,pitcher_table
P MALECHA,NCAA_614593,3584,,,,SP,pitcher_table
R. Parker,NCAA_614722,3583,,R,,SP,pitcher_table
Eli DeRossiCytron,NCAA_614672,3582,,,,SP,pitcher_table
David Siciliano,NCAA_614736,3581,,R,,SP,pitcher_table
Matthew Steinberg,NCAA_614650,3580,,,,SP,pitcher_table
Shane ONeill,NCAA_614641,3579,,,,SP,pitcher_table
Shane O'Neill,NCAA_614641,3579,,,,SP,pitcher_table
Nicholas Rizzo,NCAA_614751,3578,,,,SP,pitcher_table
J. Frankel,NCAA_614762,3576,,,,SP,pitcher_table
Ricky KIDD,NCAA_614816,3575,,R,,SP,pitcher_table
J. Potts,BSB_LIBERTY,3574,,,,RP,pitcher_table
K. Sweum,BSB_GONZAGA,3573,,L,,SP,pitcher_table
K Sweum,BSB_GONZAGA,3573,,L,,SP,pitcher_table
Jesse Gutierrez,NCAA_614733,3572,,L,,SP,pitcher_table
C. Finnvold,NCAA_614803,3571,,L,,SP,pitcher_table
J. Cullen,NCAA_614717,3570,,R,,RP,pitcher_table
Michael Pfeiffer,NCAA_614600,3569,,R,,SP,pitcher_table
R. Schaffnit,NCAA_614866,3568,,,,SP,pitcher_table
Victor Frederick,NCAA_614778,3567,88868,R,,RP,pitcher_table
Peterson,NCAA_614820,3565,8309,L,,RP,pitcher_table
Ryan Egan,NCAA_614608,3564,,R,,RP,pitcher_table
A Brouwer,BSB_CINCINNATI,3563,,R,,SP,pitcher_table
Moller,NCAA_614752,3562,,,,SP,pitcher_table
B. Bouchard,NCAA_614863,3561,,R,,SP,pitcher_table
G. Wheaton,NCAA_614686,3560,,,,SP,pitcher_table
Dyess,NCAA_614774,3559,,R,,RP,pitcher_table
Brandon Pete,NCAA_614682,3558,,,,SP,pitcher_table
J. Vanesko,NCAA_614869,3557,,,,SP,pitcher_table
J. Lopinto,NCAA_614578,3556,,,,SP,pitcher_table
A. Solis,NCAA_614598,3555,,,,SP,pitcher_table
B. Riggs,NCAA_614598,3554,,,,SP,pitcher_table
D. Scudder,NCAA_614869,3553,,,,SP,pitcher_table
Tyler Kim,NCAA_614682,3552,,,,RP,pitcher_table
Jack Nobe,NCAA_614822,3550,,,,SP,pitcher_table
M. Grabmann,NCAA_614601,3549,,,,SP,pitcher_table
D. Volz,NCAA_614620,3548,,,,SP,pitcher_table
Brian Foley,NCAA_614647,3547,73815,,,RP,pitcher_table
Fehrman,NCAA_614724,3546,,,,SP,pitcher_table
Nolan Kirsch,NCAA_614783,3545,,,,RP,pitcher_table
Thomas Stabley,NCAA_614649,3544,,R,,SP,pitcher_table
L. Letsinger,NCAA_614754,3543,,,,SP,pitcher_table
Rasmussen,NCAA_614619,3542,,,,SP,pitcher_table
Hamilton,NCAA_614619,3541,,,,SP,pitcher_table
G. Thompson,NCAA_614866,3540,,,,SP,pitcher_table
C Valentine,NCAA_614709,3539,,L,,SP,pitcher_table
David Thomas,NCAA_614733,3538,,R,,SP,pitcher_table
E Hoffberg,BSB_GONZAGA,3536,,R,,SP,pitcher_table
E. Hoffberg,BSB_GONZAGA,3536,,R,,SP,pitcher_table
D Swinehart,NCAA_614801,3535,,R,,RP,pitcher_table
Elijah Green,NCAA_614695,3532,94993,R,,SP,pitcher_table
Wayland Crane,BSB_BYU,3531,95229,,,SP,pitcher_table
Cooper Casteel,NCAA_614752,3530,95634,,,SP,pitcher_table
Chase Ingram,NCAA_614849,3529,66907,R,,RP,pitcher_table
Jack Messmore,NCAA_614824,3528,95356,,,SP,pitcher_table
Christian Rasmussen,NCAA_614619,3527,86075,,,SP,pitcher_table
Jimmy Gilleran,NCAA_614759,3526,,,,SP,pitcher_table
Ben Stubbs,NCAA_614797,3525,,,,SP,pitcher_table
Harrison Dub,NCAA_614814,3524,,,,SP,pitcher_table
Heppner,NCAA_614842,3523,,L,,SP,pitcher_table
J. Price,NCAA_614599,3521,,,,SP,pitcher_table
Jake Porter,NCAA_614758,3520,,,,RP,pitcher_table
B. MIKOS,NCAA_614824,3519,,,,SP,pitcher_table
Lewis,NCAA_614635,3518,,,,SP,pitcher_table
E. Barber,NCAA_614846,3517,,R,,SP,pitcher_table
Paulino,NCAA_614723,3516,,,,SP,pitcher_table
Vandegrift,NCAA_614787,3515,,R,,SP,pitcher_table
Nick Baffa,NCAA_614801,3514,,R,,SP,pitcher_table
Noah Ehlers,NCAA_614783,3513,,,,RP,pitcher_table
J. Cyr,NCAA_614621,3512,,L,,SP,pitcher_table
Johnston,NCAA_614717,3511,,R,,SP,pitcher_table
K. Haynes,NCAA_614712,3510,,,,SP,pitcher_table
N. Bennett,NCAA_614686,3509,,,,SP,pitcher_table
Calabretti,NCAA_614723,3508,,,,SP,pitcher_table
Kaleb APPLEBEY,NCAA_614858,3507,,,,SP,pitcher_table
Sam Heyman,NCAA_614838,3506,,,,SP,pitcher_table
Dylan McCarthy,NCAA_614759,3505,,,,SP,pitcher_table
Jace Jones,NCAA_614667,3504,,,,SP,pitcher_table
J. MESSMORE,NCAA_614824,3503,,,,SP,pitcher_table
Fabian Ibarra,NCAA_614683,3502,,,,RP,pitcher_table
M. Knight,NCAA_614746,3501,,L,,SP,pitcher_table
N. Vidmar,NCAA_614594,3500,,,,SP,pitcher_table
C. Moak,NCAA_614652,3499,,R,,SP,pitcher_table
M. Poncini,NCAA_614715,3498,,,,SP,pitcher_table
C. Burke,NCAA_614660,3497,,R,,SP,pitcher_table
Bade,BSB_SAN_DIEGO,3496,,,,SP,pitcher_table
N. Gregson,NCAA_614755,3495,,,,SP,pitcher_table
Owen Marsolek,NCAA_614785,3494,,,,SP,pitcher_table
Andrew Heffernan,NCAA_614865,3493,,,,SP,pitcher_table
Hartzell,NCAA_614821,3492,,R,,SP,pitcher_table
G Smith,NCAA_614810,3490,,,,SP,pitcher_table
J. Sullivan,NCAA_614651,3489,,,,SP,pitcher_table
Charlie Richwine,NCAA_614818,3488,,,,SP,pitcher_table
Dutch DePros,NCAA_614796,3487,,,,SP,pitcher_table
Herchelroath,NCAA_614787,3486,,L,,SP,pitcher_table
P. Herrenbru,NCAA_614700,3485,,,,SP,pitcher_table
Swiencicki,NCAA_614760,3484,,R,,RP,pitcher_table
Smith,NCAA_614581,3483,,,,SP,pitcher_table
REAVEY,NCAA_614763,3482,,R,,RP,pitcher_table
Gavin Townsend,NCAA_614808,3481,,,,SP,pitcher_table
Holt,NCAA_614842,3480,,R,,RP,pitcher_table
Everett Garb,NCAA_614563,3479,,,,SP,pitcher_table
N Lewis,NCAA_614810,3478,,,,SP,pitcher_table
W. Andrade,NCAA_614685,3477,,R,,RP,pitcher_table
J. Vest,NCAA_614594,3476,,,,SP,pitcher_table
T. Hartley,NCAA_614651,3475,,,,SP,pitcher_table
Lewis,NCAA_614752,3474,,,,RP,pitcher_table
Max Skilbeck,NCAA_614785,3473,,,,SP,pitcher_table
Landon Mueller,NCAA_614600,3472,,R,,SP,pitcher_table
Nolan Geisler,NCAA_614647,3471,,,,RP,pitcher_table
Tyler Muscar,NCAA_614634,3470,,,,RP,pitcher_table
Crane,BSB_BYU,3469,,,,SP,pitcher_table
T. Skrobe,NCAA_614620,3468,,,,SP,pitcher_table
Chase Hanawalt,NCAA_614608,3467,,R,,SP,pitcher_table
Elija Green,NCAA_614695,3466,,R,,SP,pitcher_table
Sam Schlecht,NCAA_614739,3465,,,,SP,pitcher_table
Sean Hamilton,NCAA_614619,3464,86052,,,SP,pitcher_table
Danny Cihock,NCAA_614694,3463,,,,SP,pitcher_table
C. MEELER,NCAA_614825,3462,,R,,SP,pitcher_table
Al Castro,NCAA_614681,3461,,L,,SP,pitcher_table
Al. Castro,NCAA_614681,3461,,L,,SP,pitcher_table
Sam CARLISLE,NCAA_614816,3460,,R,,SP,pitcher_table
Matt Murtagh,NCAA_614736,3459,,R,,RP,pitcher_table
Corb Snyder,NCAA_614564,3458,,R,,SP,pitcher_table
Drew Iverson,NCAA_614679,3457,,,,SP,pitcher_table
Kade SHATWELL,NCAA_614858,3456,,,,SP,pitcher_table
G. Katsaros,NCAA_614722,3455,,R,,SP,pitcher_table
L. Knight,BSB_CINCINNATI,3454,,R,,SP,pitcher_table
J. Kelley,NCAA_614803,3453,,R,,SP,pitcher_table
J. Schaaf,NCAA_614746,3452,,R,,SP,pitcher_table
M. Bienvenu,NCAA_614685,3451,,R,,SP,pitcher_table
EHMKE,NCAA_614820,3450,,R,,SP,pitcher_table
PENSWICK,NCAA_614763,3449,,R,,SP,pitcher_table
Breyllin Suriel,NCAA_614626,3448,,R,,SP,pitcher_table
Vargas,NCAA_614774,3446,,L,,SP,pitcher_table
D. Wolff,NCAA_614601,3443,,,,SP,pitcher_table
C. Carver,NCAA_614754,3442,,,,RP,pitcher_table
Austin Beard,NCAA_614670,3441,,,,RP,pitcher_table
Chase Brandt,NCAA_614808,3440,,,,SP,pitcher_table
B. Smith,NCAA_614578,3439,,,,SP,pitcher_table
Isaac Morton,BSB_MINNESOTA,3438,,,,SP,pitcher_table
Carrson Sova,NCAA_614865,3437,,,,RP,pitcher_table
Jack Pye,NCAA_614818,3436,,,,RP,pitcher_table
D. Lopez,NCAA_614621,3435,,R,,SP,pitcher_table
B. Sampson,NCAA_614762,3433,,,,SP,pitcher_table
J. Sabbath,NCAA_614717,3432,,R,,SP,pitcher_table
Nic Morlang,BSB_MARYLAND,3431,,,,SP,pitcher_table
Frize,BSB_SAN_DIEGO,3430,,,,SP,pitcher_table
Josh Halcisak,NCAA_614672,3429,,,,RP,pitcher_table
C. haaren,NCAA_614599,3428,,,,SP,pitcher_table
Neiswonger,NCAA_614581,3427,,R,,SP,pitcher_table
Mason Morello,NCAA_614608,3426,,R,,SP,pitcher_table
Jason Krieger,NCAA_614649,3425,,R,,SP,pitcher_table
R. Kroepel,NCAA_614786,3424,,,,SP,pitcher_table
Zack Konstantinovsk,BSB_RUTGERS,3423,,,,SP,pitcher_table
S. Wright,NCAA_614715,3422,,,,SP,pitcher_table
Jack DeTienne,NCAA_614822,3421,,,,SP,pitcher_table
W. Magers,NCAA_614590,3420,,,,SP,pitcher_table
LJ Mercurius,NCAA_614775,3418,,,,SP,pitcher_table
Landon Beidelschies,BSB_ARKANSAS,3417,68952,L,,RP,pitcher_table
Colton - P Hartman,BSB_LOUISVILLE,3416,92103,,,SP,pitcher_table
Nelson - P Keljo,NCAA_614704,3415,72549,,,RP,pitcher_table
Cody Delvecchio,BSB_UCLA,3414,71853,R,,SP,pitcher_table
Kane - P Elmy,NCAA_614673,3413,94092,,,SP,pitcher_table
Reese Lumpkin,NCAA_614661,3412,94519,,,SP,pitcher_table
Griffin - P Green,BSB_WAKE_FOREST,3411,90980,,,RP,pitcher_table
Wylan - P Moss,BSB_UCLA,3410,91900,R,,RP,pitcher_table
Hudson - P Hamilton,BSB_TEXAS,3409,84322,,,RP,pitcher_table
Ethan - P Marmie,NCAA_614565,3408,92797,R,,SP,pitcher_table
Garrett - P Langrell,NCAA_614590,3407,94040,,,RP,pitcher_table
Andreas - P Alvarez,BSB_AUBURN,3406,94193,R,,SP,pitcher_table
Wyatt - P Queen,NCAA_614704,3405,91889,R,,RP,pitcher_table
Tucker - P Biven,BSB_LOUISVILLE,3404,74135,,,RP,pitcher_table
Landon - P Stump,BSB_UCLA,3403,91898,R,,SP,pitcher_table
Thomas - P Santana,NCAA_614586,3402,93827,R,,SP,pitcher_table
John - P Damozonio,NCAA_614726,3401,94274,,,SP,pitcher_table
Austin - P Nye,BSB_VANDERBILT,3400,91935,R,,SP,pitcher_table
Ruger - P Riojas,BSB_TEXAS,3399,72162,,,SP,pitcher_table
Jacob Morrison,BSB_COASTAL_CAROLINA,3398,66858,R,,SP,pitcher_table
Karson - P Ligon,NCAA_614666,3397,59205,R,,SP,pitcher_table
Jaylen - P Paden,BSB_GEORGIA_TECH,3396,46247,,,SP,pitcher_table
Rian - P Schwede,NCAA_614764,3395,92774,R,,SP,pitcher_table
Heath - P Andrews,BSB_NC_STATE,3394,83678,R,,SP,pitcher_table
Noah - P Wech,NCAA_614775,3393,94545,,,SP,pitcher_table
Jacob - P Heppner,NCAA_614842,3392,94175,L,,SP,pitcher_table
Ryder - P Brooks,NCAA_614574,3391,72325,L,,SP,pitcher_table
Parker - P Puetz,NCAA_614690,3390,94152,R,,SP,pitcher_table
Bradley - P Zayac,BSB_EAST_CAROLINA,3389,94256,,,SP,pitcher_table
Micah Bucknam,BSB_LSU,3388,65174,,,RP,pitcher_table
Micah Bucknam,NCAA_614764,3388,65174,R,,SP,pitcher_table
Aiven - P Cabral,NCAA_614692,3387,72061,,,SP,pitcher_table
Matthew - P Dallas,BSB_WAKE_FOREST,3386,83572,L,,SP,pitcher_table
Cade - P Crossland,BSB_OKLAHOMA,3385,91945,,,SP,pitcher_table
Grayden - P Harris,NCAA_614780,3384,92250,,,SP,pitcher_table
Dylan - P Loy,BSB_TENNESSEE,3383,83570,,,RP,pitcher_table
Mason - P Brassfield,BSB_TCU,3382,92553,L,,SP,pitcher_table
Kyle - P Johnson,BSB_DUKE,3381,83985,,,SP,pitcher_table
Ben - P Jacobs,NCAA_614853,3380,71850,L,,SP,pitcher_table
Trystan - P Levesque,NCAA_614717,3379,94213,,,SP,pitcher_table
Ben - P Davis,NCAA_614666,3378,94537,R,,SP,pitcher_table
Hunter - P Elliott,BSB_OLE_MISS,3377,62028,L,,RP,pitcher_table
Jack - P Cline,NCAA_614856,3376,94113,,,SP,pitcher_table
Marcus Phillips,BSB_TENNESSEE,3375,83575,R,,SP,pitcher_table
Tyler - P Fay,BSB_ALABAMA,3374,74006,R,,SP,pitcher_table
Hayden - P Tarsia,NCAA_614863,3373,94365,R,,SP,pitcher_table
Chris - P Torres,NCAA_614837,3372,94049,,,SP,pitcher_table
Jaden - P Wywoda,NCAA_614620,3371,93842,,,SP,pitcher_table
Jordan - P Gottesman,NCAA_614692,3370,93552,,,SP,pitcher_table
Ryan - P Marohn,BSB_NC_STATE,3369,83679,L,,SP,pitcher_table
Riley - P Kelly,NCAA_614574,3368,72309,,,SP,pitcher_table
Garrett - P Peters,NCAA_614821,3367,73512,,,SP,pitcher_table
Cooper - P Moore,BSB_KANSAS,3366,93203,,,SP,pitcher_table
Dominic - P Cancellieri,NCAA_614590,3365,50729,,,SP,pitcher_table
Brady - P Jones,BSB_GEORGIA_TECH,3364,70420,R,,SP,pitcher_table
Ben - P Alekson,NCAA_614601,3363,94343,,,SP,pitcher_table
Nic - P Schutte,NCAA_614673,3362,94089,,,SP,pitcher_table
Jagger - P Edwards,NCAA_614586,3361,61477,,,SP,pitcher_table
Joshua - P Caravalho,NCAA_614621,3360,75266,R,,SP,pitcher_table
Dylan - P Delvecchio,NCAA_614726,3359,94267,,,SP,pitcher_table
Jackson - P Wells,NCAA_614856,3358,94114,,,RP,pitcher_table
Drew - P Munn,NCAA_614579,3357,74276,,,SP,pitcher_table
Corbin - P Kirk,NCAA_614842,3356,94177,,,SP,pitcher_table
Brady - P Bouchard,NCAA_614863,3355,94372,R,,SP,pitcher_table
Amp - P Phillips,NCAA_614837,3354,94043,,,SP,pitcher_table
Joel - P Core,NCAA_614862,3353,94485,,,SP,pitcher_table
Danny - P Macchiarola,NCAA_614620,3352,93839,,,SP,pitcher_table
Nolan - P Johnson,NCAA_614690,3351,94150,,,SP,pitcher_table
Parker - P Edwards,NCAA_614621,3350,94143,,,SP,pitcher_table
Cam - P Allen,NCAA_614821,3349,94072,R,,SP,pitcher_table
Cooper - P Katskee,NCAA_614660,3348,72120,,,SP,pitcher_table
Jack - P Anker,NCAA_614768,3347,84181,,,SP,pitcher_table
Nathan - P Taylor,BSB_CINCINNATI,3346,94493,R,,SP,pitcher_table
Carter - P Fink,NCAA_614597,3345,94351,,,SP,pitcher_table
Ben - P Cleaver,BSB_KENTUCKY,3344,82896,L,,SP,pitcher_table
Caden - P Aoki,NCAA_614742,3343,59188,R,,RP,pitcher_table
AJ - P Ciscar,NCAA_614661,3342,94528,,,SP,pitcher_table
Drew - P Whalen,NCAA_614815,3341,94296,,,SP,pitcher_table
Griffin - P Naess,NCAA_614565,3340,92790,R,,SP,pitcher_table
Jonathan - P Gonzalez,NCAA_614781,3339,84028,,,SP,pitcher_table
Jacob - P Frost,NCAA_614635,3338,84469,L,,SP,pitcher_table
Walker Hooks,BSB_OLE_MISS,3337,86964,L,,RP,pitcher_table
Porter Rovin,BSB_SAN_DIEGO,3336,87908,,,SP,pitcher_table
James Wilson,NCAA_614632,3335,88430,R,,RP,pitcher_table
Ryan Gold,NCAA_614831,3334,92646,L,,RP,pitcher_table
Aidan Gonzalez,BSB_SAN_DIEGO,3333,70664,,,RP,pitcher_table
Aidan Gonzalez,NCAA_614726,3333,70664,,,SP,pitcher_table
Aaron Rice,NCAA_614842,3332,93755,R,,SP,pitcher_table
Garret Plata,NCAA_614726,3331,80751,,,RP,pitcher_table
Jacob Hughes,NCAA_614648,3330,90019,,,SP,pitcher_table
Aidan Cremarosa,NCAA_614768,3329,84161,,,SP,pitcher_table
Landon Fontenot,NCAA_614645,3328,91606,,,RP,pitcher_table
Juan Villarreal,NCAA_614605,3325,91727,,,RP,pitcher_table
Jackson Thomas,BSB_WASHINGTON,3324,87765,R,,RP,pitcher_table
Cole Gilley,BSB_INDIANA,3323,86870,,,SP,pitcher_table
Win Scott,NCAA_614733,3322,93810,,,SP,pitcher_table
Brett Lanman,NCAA_614845,3320,79708,,,SP,pitcher_table
Corbin Kirk,NCAA_614842,3318,93745,,,SP,pitcher_table
Jake Porter,BSB_BYU,3317,61337,,,RP,pitcher_table
Justin Shadek,BSB_RUTGERS,3316,81135,R,,SP,pitcher_table
Marko Sipila,NCAA_614730,3315,91668,,,SP,pitcher_table
Dakoda West,NCAA_614786,3314,93718,,,SP,pitcher_table
Ej Mcgrew,NCAA_614733,3313,93800,,,SP,pitcher_table
Ryan Desanto,NCAA_614708,3312,93762,L,,SP,pitcher_table
Joe Steeber,NCAA_614792,3311,60802,,,SP,pitcher_table
Jaydon Bishop,NCAA_614605,3310,81450,,,RP,pitcher_table
Regan Hall,BSB_ILLINOIS,3309,80712,L,,SP,pitcher_table
Gabriel Barrett,NCAA_614732,3308,93878,,,SP,pitcher_table
Landon Mack,BSB_RUTGERS,3307,93629,R,,SP,pitcher_table
Tyler Schmitt,BSB_ILLINOIS,3306,93586,R,,SP,pitcher_table
Caylon Dygert,NCAA_614792,3305,81490,,,SP,pitcher_table
Jp Nunn,NCAA_614753,3304,90258,,,SP,pitcher_table
Noah Sackenheim,NCAA_614695,3303,55751,,,RP,pitcher_table
Mason McDaniel,NCAA_614832,3302,68162,,,RP,pitcher_table
Colin Milligan,NCAA_614600,3301,93452,,,SP,pitcher_table
Cooper Hellman,NCAA_614754,3300,81409,,,RP,pitcher_table
Lake Morris,NCAA_614838,3299,93480,,,SP,pitcher_table
Diego Luzardo,BSB_HOUSTON,3298,81782,R,,SP,pitcher_table
Brady Joyner,BSB_UTAH,3297,88226,,,RP,pitcher_table
Nolan Higgins,NCAA_614662,3296,72410,R,,SP,pitcher_table
Connor Mattison,NCAA_614830,3295,83945,,,SP,pitcher_table
Chris Scinta,BSB_HOUSTON,3294,90965,L,,RP,pitcher_table
Joseph Dzierwa,NCAA_614662,3293,72388,L,,SP,pitcher_table
Chase Meyer,BSB_WEST_VIRGINIA,3291,81342,,,RP,pitcher_table
Garrett Ahern,NCAA_614830,3290,83951,,,SP,pitcher_table
Ryan Reyerson,NCAA_614605,3288,81465,,,RP,pitcher_table
Robert Bonilla,NCAA_614707,3287,92881,R,,SP,pitcher_table
Malakai Vetock,BSB_KANSAS,3286,90000,,,RP,pitcher_table
L. Yorek,NCAA_614740,3285,92048,R,,SP,pitcher_table
Jacob Spencer,NCAA_614626,3284,79592,R,,SP,pitcher_table
Corbett,NCAA_614633,3283,90686,,,RP,pitcher_table
Ruger Riojas,BSB_TEXAS,3282,72161,,,SP,pitcher_table
Ruger Riojas,NCAA_614794,3282,72161,,,RP,pitcher_table
Alex Ramos,NCAA_614568,3281,92718,,,SP,pitcher_table
Josh Donegan,NCAA_614568,3280,92697,,,SP,pitcher_table
Colton Sneddon,NCAA_614683,3279,89931,,,RP,pitcher_table
Bromley Thornton,NCAA_614678,3278,82467,R,,SP,pitcher_table
Carter Sutton,NCAA_614640,3277,66699,,,SP,pitcher_table
Brad Grindlinger,NCAA_614860,3276,92602,,,SP,pitcher_table
Chance Cox,NCAA_614858,3274,86847,,,SP,pitcher_table
Chase Ambrose,NCAA_614741,3273,81674,,,SP,pitcher_table
Nate Helman,NCAA_614831,3272,92642,R,,RP,pitcher_table
Christian Howe,NCAA_614599,3271,87600,,,SP,pitcher_table
Connor Fennell,BSB_VANDERBILT,3270,90446,R,,RP,pitcher_table
Chris - P Levonas,BSB_WAKE_FOREST,3269,90982,R,,SP,pitcher_table
Cole Tremain,NCAA_614572,3268,91022,,,RP,pitcher_table
Eric Van Valkenburg,BSB_HOUSTON,3267,90969,R,,RP,pitcher_table
B.J. Bailey,BSB_CLEMSON,3266,65872,,,RP,pitcher_table
Oliver De La Torre,NCAA_614572,3265,91023,,,RP,pitcher_table
Meika Lauppe,BSB_ARIZONA,3264,92517,,,SP,pitcher_table
Will Walsh,BSB_NEBRASKA,3263,51027,L,,SP,pitcher_table
Justis Reiser,BSB_BYU,3262,61318,,,RP,pitcher_table
Merek Sears,NCAA_614792,3261,91212,,,RP,pitcher_table
Noah Burkey,NCAA_614856,3260,72977,,,SP,pitcher_table
Jaylen Paden,BSB_GEORGIA_TECH,3259,90936,,,RP,pitcher_table
Rex Stills,BSB_PURDUE,3258,68634,,,RP,pitcher_table
Tristan Arnold,NCAA_614820,3257,88023,R,,RP,pitcher_table
Joey White,NCAA_614612,3256,78620,,,SP,pitcher_table
Tyler Dobbs,NCAA_614817,3255,79327,,,RP,pitcher_table
Jack Meek,NCAA_614573,3254,92308,L,,SP,pitcher_table
Kevin Robinson,NCAA_614696,3253,92412,,,SP,pitcher_table
Cole Marthiljohni,NCAA_614728,3252,89260,,,SP,pitcher_table
Tommy Groom,NCAA_614835,3251,88663,,,SP,pitcher_table
Harrison Dubois,NCAA_614814,3250,92436,,,SP,pitcher_table
Jacob Cyr,NCAA_614621,3249,91128,L,,RP,pitcher_table
Connor Mohan,BSB_TEXAS_TECH,3248,91339,,,SP,pitcher_table
Brady Fuller,BSB_HOUSTON,3247,90952,,,RP,pitcher_table
Caden Spivey,BSB_NOTRE_DAME,3246,70489,,,RP,pitcher_table
Caden Spivey,BSB_GEORGIA_TECH,3246,70489,,,RP,pitcher_table
Dylan Gazaway,BSB_UTAH,3245,88222,,,RP,pitcher_table
Tyler Bourdreau,BSB_TEXAS_TECH,3244,91327,,,SP,pitcher_table
Tommy LaPour,BSB_TCU,3243,92274,R,,SP,pitcher_table
Zacary Tenn,NCAA_614618,3242,77570,,,SP,pitcher_table
Chance Key,NCAA_614830,3241,92149,,,SP,pitcher_table
Conner Cummiskey,NCAA_614583,3240,49150,,,RP,pitcher_table
Jeremiah Newman,NCAA_614745,3239,87004,,,RP,pitcher_table
Carson Brower,NCAA_614754,3238,81406,,,SP,pitcher_table
J. Hill,NCAA_614740,3237,92035,R,,SP,pitcher_table
Brett Barfield,BSB_GEORGIA_TECH,3236,77165,,,RP,pitcher_table
Trevor Hanselman,NCAA_614603,3235,81897,,,RP,pitcher_table
Troy Benko,NCAA_614660,3233,90122,R,,SP,pitcher_table
Zane Coppersmith,NCAA_614781,3232,55354,,,SP,pitcher_table
Joey Abbazia,NCAA_614604,3231,88541,R,,SP,pitcher_table
Parrish Beagle,NCAA_614761,3230,82675,,,SP,pitcher_table
Ryan Olson,NCAA_614849,3228,91532,R,,RP,pitcher_table
Zach Busick,NCAA_614856,3227,91965,,,SP,pitcher_table
Henry Zatkowski,BSB_DUKE,3226,90486,,,SP,pitcher_table
Jackson Brockett,BSB_NEBRASKA,3225,68915,L,,SP,pitcher_table
Owen Proksch,BSB_DUKE,3224,65251,,,RP,pitcher_table
Julian Carrasquilla,NCAA_614862,3223,89535,,,RP,pitcher_table
Myles Dews,NCAA_614851,3222,73061,,,RP,pitcher_table
Austin Eaton,NCAA_614747,3220,78078,,,SP,pitcher_table
Will Smith,NCAA_614847,3219,78273,,,SP,pitcher_table
Jon Mocherman,NCAA_614569,3218,73635,,,SP,pitcher_table
Conner Johnson,NCAA_614776,3216,87913,,,RP,pitcher_table
Peyton Prescott,NCAA_614606,3215,86215,,,RP,pitcher_table
Brennan Seiber,BSB_VANDERBILT,3214,76987,R,,RP,pitcher_table
Luke Schmolke,BSB_WAKE_FOREST,3212,65093,R,,RP,pitcher_table
Richie Roman,BSB_HOUSTON,3211,81786,R,,RP,pitcher_table
Ryan Butler,NCAA_614700,3210,86511,R,,SP,pitcher_table
Jaedon Willis,NCAA_614834,3208,91498,,,SP,pitcher_table
Landon Martin,NCAA_614567,3207,91693,R,,SP,pitcher_table
Nick Fontaine,NCAA_614734,3206,91629,,,SP,pitcher_table
Aidan Russell,NCAA_614730,3205,79010,,,RP,pitcher_table
Logan Runde,NCAA_614605,3204,81466,,,RP,pitcher_table
Savannah Jones,NCAA_614563,3203,91448,,,SP,pitcher_table
Parker Edwards,NCAA_614621,3202,56603,,,SP,pitcher_table
Sara Bond,NCAA_614729,3200,91598,,,SP,pitcher_table
Chris Bedgood,NCAA_614834,3199,82309,,,SP,pitcher_table
EJ Garcia,NCAA_614836,3198,70075,,,SP,pitcher_table
Jj Harrell,NCAA_614832,3197,89942,,,SP,pitcher_table
Jake Colucci,NCAA_614677,3195,91415,,,SP,pitcher_table
Ethan Phillips,NCAA_614781,3194,91269,,,SP,pitcher_table
