academic_year,division,sport_code,conference_id,conference,ncaa_teams_id,team_name
2024,1,MBA,819,Summit League,573909,St. Thomas (MN)
2024,1,MBA,923,WAC,573910,Tarleton St.
2024,1,MBA,923,WAC,573911,Utah Tech
2024,1,MBA,875,MAC,573912,Akron
2024,1,MBA,911,SEC,573913,Texas A&amp;M
2024,1,MBA,25354,Big 12,573914,TCU
2024,1,MBA,916,SWAC,573915,Texas Southern
2024,1,MBA,25354,Big 12,573916,Texas Tech
2024,1,MBA,923,WAC,573917,UT Arlington
2024,1,MBA,25354,Big 12,573918,Texas
2024,1,MBA,823,American,573919,UTSA
2024,1,MBA,875,MAC,573920,Toledo
2024,1,MBA,837,CAA,573921,Towson
2024,1,MBA,818,Sun Belt,573922,Troy
2024,1,MBA,823,American,573923,Tulane
2024,1,MBA,5486,Mountain West,573924,Air Force
2024,1,MBA,838,Patriot,573925,Army West Point
2024,1,MBA,838,Patriot,573946,Navy
2024,1,MBA,905,Pac-12,573947,Utah
2024,1,MBA,884,MVC,573948,Valparaiso
2024,1,MBA,911,SEC,573949,Vanderbilt
2024,1,MBA,30184,Big East,573950,Villanova
2024,1,MBA,820,Atlantic 10,573951,VCU
2024,1,MBA,912,SoCon,573952,VMI
2024,1,MBA,821,ACC,573953,Virginia Tech
2024,1,MBA,821,ACC,573954,Virginia
2024,1,MBA,846,NEC,573955,Wagner
2024,1,MBA,821,ACC,573956,Wake Forest
2024,1,MBA,905,Pac-12,573957,Washington St.
2024,1,MBA,905,Pac-12,573958,Washington
2024,1,MBA,25354,Big 12,573959,West Virginia
2024,1,MBA,912,SoCon,573960,Western Caro.
2024,1,MBA,902,OVC,573961,Western Ill.
2024,1,MBA,24312,CUSA,573962,Western Ky.
2024,1,MBA,875,MAC,573963,Western Mich.
2024,1,MBA,823,American,573964,Wichita St.
2024,1,MBA,837,CAA,573965,William &amp; Mary
2024,1,MBA,826,Big South,573966,Winthrop
2024,1,MBA,881,Horizon,573967,Milwaukee
2024,1,MBA,881,Horizon,573968,Wright St.
2024,1,MBA,30184,Big East,573969,Xavier
2024,1,MBA,865,Ivy League,573970,Yale
2024,1,MBA,881,Horizon,573971,Youngstown St.
2024,1,MBA,920,ASUN,573972,Central Ark.
2024,1,MBA,846,NEC,573973,Merrimack
2024,1,MBA,837,CAA,573974,Col. of Charleston
2024,1,MBA,24312,CUSA,573975,DBU
2024,1,MBA,837,CAA,573976,Elon
2024,1,MBA,826,Big South,573977,Gardner-Webb
2024,1,MBA,923,WAC,573978,Grand Canyon
2024,1,MBA,920,ASUN,573979,Kennesaw St.
2024,1,MBA,826,Big South,573980,Presbyterian
2024,1,MBA,923,WAC,573981,Seattle U
2024,1,MBA,916,SWAC,573982,Ark.-Pine Bluff
2024,1,MBA,920,ASUN,573983,North Florida
2024,1,MBA,914,Southland,573984,UIW
2024,1,MBA,912,SoCon,573985,Wofford
2024,1,MBA,826,Big South,573986,USC Upstate
2024,1,MBA,884,MVC,573987,Belmont
2024,1,MBA,826,Big South,573988,High Point
