academic_year,division,sport_code,conference_id,conference,ncaa_teams_id,team_name
2023,1,MBA,819,Summit League,547857,St. Thomas (MN)
2023,1,MBA,923,WAC,547858,Tarleton St.
2023,1,MBA,923,WAC,547859,Utah Tech
2023,1,MBA,875,MAC,547860,Akron
2023,1,MBA,911,SEC,547861,Texas A&amp;M
2023,1,MBA,25354,Big 12,547862,TCU
2023,1,MBA,916,SWAC,547863,Texas Southern
2023,1,MBA,25354,Big 12,547864,Texas Tech
2023,1,MBA,923,WAC,547865,UT Arlington
2023,1,MBA,25354,Big 12,547866,Texas
2023,1,MBA,24312,CUSA,547867,UTSA
2023,1,MBA,875,MAC,547868,Toledo
2023,1,MBA,837,CAA,547869,Towson
2023,1,MBA,818,Sun Belt,547872,Troy
2023,1,MBA,823,American,547879,Tulane
2023,1,MBA,5486,Mountain West,547889,Air Force
2023,1,MBA,838,Patriot,547902,Army West Point
2023,1,MBA,838,Patriot,547916,Navy
2023,1,MBA,905,Pac-12,547934,Utah
2023,1,MBA,884,MVC,547947,Valparaiso
2023,1,MBA,911,SEC,547958,Vanderbilt
2023,1,MBA,30184,Big East,547973,Villanova
2023,1,MBA,820,Atlantic 10,547984,VCU
2023,1,MBA,912,SoCon,547996,VMI
2023,1,MBA,821,ACC,548006,Virginia Tech
2023,1,MBA,821,ACC,548019,Virginia
2023,1,MBA,846,NEC,548030,Wagner
2023,1,MBA,821,ACC,548035,Wake Forest
2023,1,MBA,905,Pac-12,548036,Washington St.
2023,1,MBA,905,Pac-12,548037,Washington
2023,1,MBA,25354,Big 12,548038,West Virginia
2023,1,MBA,912,SoCon,548039,Western Caro.
2023,1,MBA,819,Summit League,548040,Western Ill.
2023,1,MBA,24312,CUSA,548041,Western Ky.
2023,1,MBA,875,MAC,548042,Western Mich.
2023,1,MBA,823,American,548043,Wichita St.
2023,1,MBA,837,CAA,548044,William &amp; Mary
2023,1,MBA,826,Big South,548045,Winthrop
2023,1,MBA,881,Horizon,548046,Milwaukee
2023,1,MBA,881,Horizon,548047,Wright St.
2023,1,MBA,30184,Big East,548048,Xavier
2023,1,MBA,865,Ivy League,548049,Yale
2023,1,MBA,881,Horizon,548050,Youngstown St.
2023,1,MBA,920,ASUN,548051,Central Ark.
2023,1,MBA,846,NEC,548052,Merrimack
2023,1,MBA,837,CAA,548053,Col. of Charleston
2023,1,MBA,24312,CUSA,548054,DBU
2023,1,MBA,837,CAA,548055,Elon
2023,1,MBA,826,Big South,548056,Gardner-Webb
2023,1,MBA,923,WAC,548057,Grand Canyon
2023,1,MBA,920,ASUN,548058,Kennesaw St.
2023,1,MBA,826,Big South,548059,Presbyterian
2023,1,MBA,923,WAC,548060,Seattle U
2023,1,MBA,916,SWAC,548061,Ark.-Pine Bluff
2023,1,MBA,920,ASUN,548062,North Florida
2023,1,MBA,914,Southland,548063,UIW
2023,1,MBA,912,SoCon,548064,Wofford
2023,1,MBA,826,Big South,548065,USC Upstate
2023,1,MBA,884,MVC,548066,Belmont
2023,1,MBA,826,Big South,548067,High Point
2023,1,MBA,914,Southland,548068,A&amp;M-Corpus Christi
2023,1,MBA,920,ASUN,548069,Lipscomb
2023,1,MBA,920,ASUN,548070,FGCU
2023,1,MBA,923,WAC,548071,Utah Valley
2023,1,MBA,920,ASUN,548072,North Ala.
2023,1,MBA,923,WAC,548073,California Baptist
2023,1,MBA,923,WAC,548074,Abilene Christian
2023,1,MBA,916,SWAC,548075,Alabama A&amp;M
2023,1,MBA,916,SWAC,548076,Alabama St.
2023,1,MBA,911,SEC,548077,Alabama
2023,1,MBA,24312,CUSA,548078,UAB
2023,1,MBA,845,America East,548079,UAlbany
2023,1,MBA,916,SWAC,548080,Alcorn
2023,1,MBA,818,Sun Belt,548081,App State
2023,1,MBA,905,Pac-12,548082,Arizona St.
2023,1,MBA,905,Pac-12,548083,Arizona
2023,1,MBA,818,Sun Belt,548084,Arkansas St.
2023,1,MBA,911,SEC,548085,Arkansas
2023,1,MBA,902,OVC,548086,Little Rock
2023,1,MBA,911,SEC,548087,Auburn
2023,1,MBA,920,ASUN,548088,Austin Peay
2023,1,MBA,875,MAC,548089,Ball St.
2023,1,MBA,826,Big South,548090,Charleston So.
2023,1,MBA,25354,Big 12,548091,Baylor
2023,1,MBA,916,SWAC,548092,Bethune-Cookman
2023,1,MBA,845,America East,548093,Binghamton
2023,1,MBA,821,ACC,548094,Boston College
2023,1,MBA,875,MAC,548095,Bowling Green
2023,1,MBA,884,MVC,548096,Bradley
2023,1,MBA,922,WCC,548097,BYU
2023,1,MBA,865,Ivy League,548098,Brown
2023,1,MBA,845,America East,548099,Bryant
2023,1,MBA,838,Patriot,548100,Bucknell
2023,1,MBA,30184,Big East,548101,Butler
2023,1,MBA,904,Big West,548102,Cal Poly
2023,1,MBA,904,Big West,548103,CSU Bakersfield
2023,1,MBA,5486,Mountain West,548104,Fresno St.
2023,1,MBA,904,Big West,548105,Cal St. Fullerton
2023,1,MBA,904,Big West,548106,Long Beach St.
2023,1,MBA,904,Big West,548107,CSUN
2023,1,MBA,923,WAC,548108,Sacramento St.
2023,1,MBA,904,Big West,548109,UC Santa Barbara
2023,1,MBA,905,Pac-12,548110,California
2023,1,MBA,904,Big West,548111,UC Davis
2023,1,MBA,904,Big West,548112,UC Irvine
2023,1,MBA,905,Pac-12,548113,UCLA
2023,1,MBA,904,Big West,548114,UC Riverside
2023,1,MBA,826,Big South,548115,Campbell
2023,1,MBA,871,MAAC,548116,Canisius
2023,1,MBA,846,NEC,548117,Central Conn. St.
2023,1,MBA,823,American,548118,UCF
2023,1,MBA,875,MAC,548119,Central Mich.
2023,1,MBA,823,American,548120,Cincinnati
2023,1,MBA,912,SoCon,548121,The Citadel
2023,1,MBA,821,ACC,548122,Clemson
2023,1,MBA,818,Sun Belt,548123,Coastal Carolina
2023,1,MBA,865,Ivy League,548124,Columbia
2023,1,MBA,30184,Big East,548125,UConn
2023,1,MBA,846,NEC,548126,Coppin St.
2023,1,MBA,865,Ivy League,548127,Cornell
2023,1,MBA,30184,Big East,548128,Creighton
2023,1,MBA,865,Ivy League,548129,Dartmouth
2023,1,MBA,820,Atlantic 10,548130,Davidson
2023,1,MBA,820,Atlantic 10,548131,Dayton
2023,1,MBA,846,NEC,548132,Delaware St.
2023,1,MBA,837,CAA,548133,Delaware
2023,1,MBA,821,ACC,548134,Duke
2023,1,MBA,823,American,548135,East Carolina
2023,1,MBA,912,SoCon,548136,ETSU
2023,1,MBA,902,OVC,548137,Eastern Ill.
2023,1,MBA,920,ASUN,548138,Eastern Ky.
2023,1,MBA,875,MAC,548139,Eastern Mich.
2023,1,MBA,884,MVC,548140,Evansville
2023,1,MBA,871,MAAC,548141,Fairfield
2023,1,MBA,846,NEC,548142,FDU
2023,1,MBA,916,SWAC,548143,Florida A&amp;M
2023,1,MBA,24312,CUSA,548144,Fla. Atlantic
2023,1,MBA,24312,CUSA,548145,FIU
2023,1,MBA,821,ACC,548146,Florida St.
2023,1,MBA,911,SEC,548147,Florida
2023,1,MBA,820,Atlantic 10,548148,Fordham
2023,1,MBA,820,Atlantic 10,548149,George Mason
2023,1,MBA,820,Atlantic 10,548150,George Washington
2023,1,MBA,30184,Big East,548151,Georgetown
2023,1,MBA,818,Sun Belt,548152,Ga. Southern
2023,1,MBA,818,Sun Belt,548153,Georgia St.
2023,1,MBA,821,ACC,548154,Georgia Tech
2023,1,MBA,911,SEC,548155,Georgia
2023,1,MBA,922,WCC,548156,Gonzaga
2023,1,MBA,916,SWAC,548157,Grambling
2023,1,MBA,99000,DI Independent,548158,Hartford
2023,1,MBA,865,Ivy League,548159,Harvard
2023,1,MBA,904,Big West,548160,Hawaii
2023,1,MBA,837,CAA,548161,Hofstra
2023,1,MBA,838,Patriot,548162,Holy Cross
2023,1,MBA,914,Southland,548163,Houston Christian
2023,1,MBA,823,American,548164,Houston
2023,1,MBA,884,MVC,548165,Illinois St.
2023,1,MBA,827,Big Ten,548166,Illinois
2023,1,MBA,884,MVC,548167,UIC
2023,1,MBA,884,MVC,548168,Indiana St.
2023,1,MBA,827,Big Ten,548169,Indiana
2023,1,MBA,881,Horizon,548170,Purdue Fort Wayne
2023,1,MBA,871,MAAC,548171,Iona
2023,1,MBA,827,Big Ten,548172,Iowa
2023,1,MBA,916,SWAC,548173,Jackson St.
2023,1,MBA,920,ASUN,548174,Jacksonville St.
2023,1,MBA,920,ASUN,548175,Jacksonville
2023,1,MBA,818,Sun Belt,548176,James Madison
2023,1,MBA,25354,Big 12,548177,Kansas St.
2023,1,MBA,25354,Big 12,548178,Kansas
2023,1,MBA,875,MAC,548179,Kent St.
2023,1,MBA,911,SEC,548180,Kentucky
2023,1,MBA,838,Patriot,548181,Lafayette
2023,1,MBA,914,Southland,548182,Lamar University
2023,1,MBA,838,Patriot,548183,Lehigh
2023,1,MBA,920,ASUN,548184,Liberty
2023,1,MBA,846,NEC,548185,LIU
2023,1,MBA,826,Big South,548186,Longwood
2023,1,MBA,911,SEC,548187,LSU
2023,1,MBA,24312,CUSA,548188,Louisiana Tech
2023,1,MBA,821,ACC,548189,Louisville
2023,1,MBA,845,America East,548190,UMass Lowell
2023,1,MBA,922,WCC,548191,LMU (CA)
2023,1,MBA,845,America East,548192,Maine
2023,1,MBA,871,MAAC,548193,Manhattan
2023,1,MBA,871,MAAC,548194,Marist
2023,1,MBA,818,Sun Belt,548195,Marshall
2023,1,MBA,845,America East,548196,UMBC
2023,1,MBA,827,Big Ten,548197,Maryland
2023,1,MBA,846,NEC,548198,UMES
2023,1,MBA,820,Atlantic 10,548199,Massachusetts
2023,1,MBA,914,Southland,548200,McNeese
2023,1,MBA,823,American,548201,Memphis
2023,1,MBA,912,SoCon,548202,Mercer
2023,1,MBA,875,MAC,548203,Miami (OH)
2023,1,MBA,821,ACC,548204,Miami (FL)
2023,1,MBA,827,Big Ten,548205,Michigan St.
2023,1,MBA,827,Big Ten,548206,Michigan
2023,1,MBA,24312,CUSA,548207,Middle Tenn.
2023,1,MBA,827,Big Ten,548208,Minnesota
2023,1,MBA,911,SEC,548209,Mississippi St.
2023,1,MBA,916,SWAC,548210,Mississippi Val.
2023,1,MBA,911,SEC,548211,Ole Miss
2023,1,MBA,911,SEC,548212,Missouri
2023,1,MBA,837,CAA,548213,Monmouth
2023,1,MBA,902,OVC,548214,Morehead St.
2023,1,MBA,871,MAAC,548215,Mount St. Mary&#39;s
2023,1,MBA,884,MVC,548216,Murray St.
2023,1,MBA,826,Big South,548217,UNC Asheville
2023,1,MBA,821,ACC,548218,North Carolina
2023,1,MBA,24312,CUSA,548219,Charlotte
2023,1,MBA,912,SoCon,548220,UNC Greensboro
2023,1,MBA,837,CAA,548221,UNCW
2023,1,MBA,827,Big Ten,548222,Nebraska
2023,1,MBA,819,Summit League,548223,Omaha
2023,1,MBA,5486,Mountain West,548224,UNLV
2023,1,MBA,5486,Mountain West,548225,Nevada
2023,1,MBA,845,America East,548226,NJIT
2023,1,MBA,923,WAC,548227,New Mexico St.
2023,1,MBA,5486,Mountain West,548228,New Mexico
2023,1,MBA,914,Southland,548229,New Orleans
2023,1,MBA,871,MAAC,548230,Niagara
2023,1,MBA,914,Southland,548231,Nicholls
2023,1,MBA,846,NEC,548232,Norfolk St.
2023,1,MBA,837,CAA,548233,N.C. A&amp;T
2023,1,MBA,821,ACC,548234,NC State
2023,1,MBA,819,Summit League,548235,North Dakota St.
2023,1,MBA,818,Sun Belt,548236,ULM
2023,1,MBA,837,CAA,548237,Northeastern
2023,1,MBA,819,Summit League,548238,Northern Colo.
2023,1,MBA,875,MAC,548239,NIU
2023,1,MBA,881,Horizon,548240,Northern Ky.
2023,1,MBA,914,Southland,548241,Northwestern St.
2023,1,MBA,827,Big Ten,548242,Northwestern
2023,1,MBA,821,ACC,548243,Notre Dame
2023,1,MBA,881,Horizon,548244,Oakland
2023,1,MBA,827,Big Ten,548245,Ohio St.
2023,1,MBA,875,MAC,548246,Ohio
2023,1,MBA,25354,Big 12,548247,Oklahoma St.
2023,1,MBA,25354,Big 12,548248,Oklahoma
2023,1,MBA,818,Sun Belt,548249,Old Dominion
2023,1,MBA,819,Summit League,548250,Oral Roberts
2023,1,MBA,905,Pac-12,548251,Oregon St.
2023,1,MBA,905,Pac-12,548252,Oregon
2023,1,MBA,922,WCC,548253,Pacific
2023,1,MBA,923,WAC,548254,UTRGV
2023,1,MBA,827,Big Ten,548255,Penn St.
2023,1,MBA,865,Ivy League,548256,Penn
2023,1,MBA,922,WCC,548257,Pepperdine
2023,1,MBA,821,ACC,548258,Pittsburgh
2023,1,MBA,922,WCC,548259,Portland
2023,1,MBA,916,SWAC,548260,Prairie View
2023,1,MBA,865,Ivy League,548261,Princeton
2023,1,MBA,827,Big Ten,548262,Purdue
2023,1,MBA,871,MAAC,548263,Quinnipiac
2023,1,MBA,826,Big South,548264,Radford
2023,1,MBA,820,Atlantic 10,548265,Rhode Island
2023,1,MBA,24312,CUSA,548266,Rice
2023,1,MBA,820,Atlantic 10,548267,Richmond
2023,1,MBA,871,MAAC,548268,Rider
2023,1,MBA,827,Big Ten,548269,Rutgers
2023,1,MBA,846,NEC,548270,Sacred Heart
2023,1,MBA,820,Atlantic 10,548271,St. Bonaventure
2023,1,MBA,30184,Big East,548272,St. John&#39;s (NY)
2023,1,MBA,820,Atlantic 10,548273,Saint Joseph&#39;s
2023,1,MBA,820,Atlantic 10,548274,Saint Louis
2023,1,MBA,922,WCC,548275,Saint Mary&#39;s (CA)
2023,1,MBA,871,MAAC,548276,Saint Peter&#39;s
2023,1,MBA,923,WAC,548277,Sam Houston
2023,1,MBA,912,SoCon,548278,Samford
2023,1,MBA,5486,Mountain West,548279,San Diego St.
2023,1,MBA,922,WCC,548280,San Diego
2023,1,MBA,922,WCC,548281,San Francisco
2023,1,MBA,5486,Mountain West,548282,San Jose St.
2023,1,MBA,922,WCC,548283,Santa Clara
2023,1,MBA,30184,Big East,548284,Seton Hall
2023,1,MBA,871,MAAC,548285,Siena
2023,1,MBA,818,Sun Belt,548286,South Alabama
2023,1,MBA,911,SEC,548287,South Carolina
2023,1,MBA,819,Summit League,548288,South Dakota St.
2023,1,MBA,823,American,548289,South Fla.
2023,1,MBA,902,OVC,548290,Southeast Mo. St.
2023,1,MBA,914,Southland,548291,Southeastern La.
2023,1,MBA,905,Pac-12,548292,Southern California
2023,1,MBA,884,MVC,548293,Southern Ill.
2023,1,MBA,902,OVC,548294,SIUE
2023,1,MBA,818,Sun Belt,548295,Southern Miss.
2023,1,MBA,916,SWAC,548296,Southern U.
2023,1,MBA,884,MVC,548297,Missouri St.
2023,1,MBA,818,Sun Belt,548298,Texas St.
2023,1,MBA,818,Sun Belt,548299,Louisiana
2023,1,MBA,905,Pac-12,548300,Stanford
2023,1,MBA,923,WAC,548301,SFA
2023,1,MBA,920,ASUN,548302,Stetson
2023,1,MBA,837,CAA,548303,Stony Brook
2023,1,MBA,902,OVC,548304,Tennessee Tech
2023,1,MBA,911,SEC,548305,Tennessee
2023,1,MBA,902,OVC,548306,UT Martin
2023,1,MBA,920,ASUN,548307,Bellarmine
2023,1,MBA,904,Big West,548308,UC San Diego
2023,1,MBA,902,OVC,548409,Lindenwood
2023,1,MBA,920,ASUN,548435,Queens (NC)
2023,1,MBA,902,OVC,548531,Southern Ind.
2023,1,MBA,846,NEC,548532,Stonehill
