pitcher_espn_id,pitcher_idx,pitcher_name,team_canonical_id,season,throws,role,season_ip,season_era,fip,siera,fb_pct,fb_sensitivity,d1b_ability_adj,d1b_ability_source,n_appearances,last_appearance
,4840,Ben Green,NCAA_614699,2026,R,SP,10.0,3.6,,,,1.0,-0.109256,era_appearances,2,2026-03-22
,4839,Eddie Del Valle-Zayas,NCAA_614594,2026,,SP,3.0,,7.869999999999999,5.36,46.2,1.1314,0.140724,fip,1,2026-03-15
,4838,Luke Parise,NCAA_614724,2026,,SP,6.0,1.5,5.61,4.47,49.0,1.1817,0.017894,fip,1,2026-03-15
,4837,Jairus Miller,NCAA_614657,2026,L,RP,2.0,,,,,1.0,0.0,,1,2026-03-07
,4836,Wade Cooper,NCAA_614747,2026,R,RP,1.0,,,,,1.0,0.0,,1,2026-03-08
,4835,Zach Nalawadi,NCAA_614850,2026,,RP,1.0,,,,,1.0,0.0,,1,2026-03-18
,4834,Kyle Rudolph,NCAA_614662,2026,,SP,3.0,,,,,1.0,0.0,,1,2026-03-15
67406,4833,Thomas Shurtleff,NCAA_614777,2026,R,RP,4.0,,4.4,4.87,35.1,0.9316,-0.055629,fip,1,2026-02-21
,4832,J. GARLAND,NCAA_614643,2026,R,RP,2.0,,,,,1.0,0.0,,1,2026-02-21
,4831,Ryan Furey,NCAA_614835,2026,,RP,2.0,,,,,1.0,0.0,,2,2026-03-21
,4830,Owen Slater,NCAA_614746,2026,R,SP,2.0,,8.39,4.5,27.0,0.7859,0.163679,fip,1,2026-03-15
,4829,Jarvis Evans,BSB_PURDUE,2026,L,SP,4.0,,7.03,4.32,46.0,1.1278,0.102302,fip,1,2026-03-15
,4828,B. Kaufman,NCAA_614713,2026,R,SP,5.0,1.8,,,,1.0,-0.186143,era_appearances,1,2026-03-15
,4827,Andrew STEINHAUS,NCAA_614716,2026,,SP,2.0,,4.07,3.88,11.9,0.5141,-0.078989,fip,1,2026-03-15
,4826,Maloney,NCAA_614717,2026,,RP,4.0,,,,,1.0,0.0,,1,2026-03-15
,4825,Owen Phypers,NCAA_614799,2026,R,SP,4.0,,5.66,3.97,37.2,0.9694,0.020957,fip,1,2026-03-15
,4824,Zach Evans,NCAA_614792,2026,,RP,2.0,,,,,1.0,0.0,,2,2026-03-21
99141,4823,David Leslie,NCAA_614710,2026,R,SP,5.7,4.76,3.3200000000000003,2.855,27.4,0.7931,-0.127957,fip,1,2026-03-14
,4822,Josh McDevitt,NCAA_614746,2026,,SP,6.0,3.0,,,,1.0,-0.151772,era_appearances,1,2026-03-14
99022,4821,Dylan Loy,BSB_GEORGIA_TECH,2026,L,SP,4.3,,5.55,3.02,38.3,0.9892,0.01433,fip,1,2026-03-14
99043,4820,Caden Crowell,BSB_NOTRE_DAME,2026,R,SP,5.0,9.0,6.24,4.59,40.0,1.0198,0.055724,fip,1,2026-03-14
99083,4819,Ryland Bozenhard,NCAA_614737,2026,R,SP,5.7,4.76,,,,1.0,-0.013904,era_rotation,1,2026-03-14
96781,4818,George Adams,NCAA_614605,2026,L,SP,3.0,,,,,1.0,-0.009948,era_rotation,1,2026-03-14
,4817,Jack Roventi,NCAA_614803,2026,,SP,1.0,,,,,1.0,0.0,,1,2026-03-14
90921,4816,Jackson Blakely,BSB_GEORGIA_TECH,2026,R,SP,4.3,,,,,1.0,-0.016748,era_rotation,1,2026-03-14
,4815,Alex Petrovic,BSB_AUBURN,2026,R,SP,7.0,1.29,3.075,2.0700000000000003,39.3,1.0072,-0.14436,fip,1,2026-03-14
,4814,E. Dipasquale,NCAA_614758,2026,,SP,7.0,2.57,,,,1.0,-0.183943,era_appearances,1,2026-03-14
,4813,Harrigan,NCAA_614586,2026,R,RP,2.0,,,,,1.0,0.0,,1,2026-02-27
,4812,Castillo,NCAA_614684,2026,,SP,5.0,1.8,3.1550000000000002,2.755,43.8,1.0882,-0.138342,fip,1,2026-03-14
,4811,Hekili Robello,NCAA_614618,2026,,SP,16.0,1.12,3.17,2.495,30.0,0.8398,-0.138012,fip,2,2026-03-21
