pitcher_espn_id,pitcher_idx
unknown,0
90001.0,1448
90005.0,1449
90018.0,1450
90019.0,1451
90022.0,1452
90034.0,1453
90054.0,1454
90065.0,1455
90095.0,1456
90122.0,1457
90155.0,1458
90192.0,1459
90231.0,1460
90258.0,1461
90321.0,1462
90398.0,1463
90406.0,1464
90410.0,1465
90430.0,1466
90442.0,1467
90446.0,1468
90453.0,1469
90528.0,1470
90575.0,1471
90581.0,1472
90610.0,1473
90660.0,1474
90686.0,1475
90715.0,1476
90804.0,1477
90816.0,1478
90868.0,1479
90869.0,1480
90878.0,1481
90897.0,1482
90910.0,1483
90918.0,1484
90929.0,1485
90936.0,1486
90942.0,1487
90954.0,1488
90965.0,1489
90969.0,1490
90978.0,1491
90980.0,1492
90982.0,1493
90984.0,1494
90998.0,1495
90999.0,1496
91015.0,1497
91022.0,1498
91023.0,1499
91050.0,1500
91072.0,1501
91125.0,1502
91128.0,1503
91212.0,1504
91213.0,1505
91229.0,1506
91269.0,1507
91272.0,1508
91280.0,1509
91327.0,1510
91339.0,1511
91393.0,1512
91415.0,1513
91498.0,1514
91519.0,1515
91532.0,1516
91579.0,1517
91598.0,1518
91606.0,1519
91617.0,1520
91629.0,1521
91668.0,1522
91693.0,1523
91727.0,1524
91807.0,1525
91821.0,1526
91877.0,1527
91889.0,1528
91895.0,1529
91898.0,1530
91900.0,1531
91903.0,1532
91935.0,1533
91945.0,1534
91947.0,1535
91965.0,1536
91988.0,1537
92048.0,1538
92063.0,1539
92093.0,1540
92103.0,1541
92116.0,1542
92149.0,1543
92243.0,1544
92250.0,1545
92262.0,1546
92274.0,1547
92308.0,1548
92412.0,1549
92436.0,1550
92501.0,1551
92553.0,1552
92602.0,1553
92642.0,1554
92646.0,1555
92647.0,1556
92677.0,1557
92697.0,1558
92718.0,1559
92774.0,1560
92784.0,1561
92790.0,1562
92792.0,1563
92797.0,1564
92801.0,1565
92881.0,1566
93203.0,1567
93204.0,1568
93452.0,1569
93480.0,1570
93498.0,1571
93503.0,1572
93515.0,1573
93523.0,1574
93552.0,1575
93586.0,1576
93594.0,1577
93629.0,1578
93654.0,1579
93696.0,1580
93718.0,1581
93737.0,1582
93743.0,1583
93745.0,1584
93755.0,1585
93762.0,1586
93800.0,1587
93810.0,1588
93813.0,1589
93827.0,1590
93839.0,1591
93842.0,1592
93869.0,1593
93952.0,1594
93977.0,1595
94014.0,1596
94033.0,1597
94040.0,1598
94043.0,1599
94049.0,1600
94060.0,1601
94068.0,1602
94072.0,1603
94089.0,1604
94092.0,1605
94100.0,1606
94113.0,1607
94114.0,1608
94116.0,1609
94120.0,1610
94143.0,1611
94150.0,1612
94151.0,1613
94152.0,1614
94165.0,1615
94175.0,1616
94177.0,1617
94193.0,1618
94201.0,1619
94208.0,1620
94213.0,1621
94219.0,1622
94256.0,1623
94260.0,1624
94266.0,1625
94267.0,1626
94274.0,1627
94279.0,1628
94285.0,1629
94296.0,1630
94343.0,1631
94351.0,1632
94355.0,1633
94365.0,1634
94372.0,1635
94400.0,1636
94434.0,1637
94481.0,1638
94485.0,1639
94493.0,1640
94503.0,1641
94512.0,1642
94518.0,1643
94519.0,1644
94520.0,1645
94528.0,1646
94537.0,1647
94545.0,1648
94553.0,1649
95267.0,1650
95294.0,1651
95376.0,1652
95446.0,1653
95489.0,1654
95657.0,1655
95750.0,1656
96336.0,1657
96373.0,1658
96749.0,1659
96831.0,1660
96885.0,1661
96986.0,1662
97306.0,1663
